filename,width,height,class,xmin,ymin,xmax,ymax
/home/pranav/Mlabs/project/object_detection/labels/train/657.jpg,432,768,bag,95,466,147,608
/home/pranav/Mlabs/project/object_detection/labels/train/657.jpg,432,768,bag,288,570,341,684
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,handwash,275,449,311,500
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,all-out,206,393,240,426
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,speaker,91,393,140,433
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,kettle,217,303,265,365
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,surf,224,444,264,509
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,bag,68,448,120,554
/home/pranav/Mlabs/project/object_detection/labels/train/795.jpg,432,768,bag,295,504,351,605
/home/pranav/Mlabs/project/object_detection/labels/train/889.jpg,432,768,all-out,190,374,218,400
/home/pranav/Mlabs/project/object_detection/labels/train/889.jpg,432,768,speaker,146,370,168,399
/home/pranav/Mlabs/project/object_detection/labels/train/889.jpg,432,768,kettle,185,297,221,338
/home/pranav/Mlabs/project/object_detection/labels/train/889.jpg,432,768,bag,60,437,120,543
/home/pranav/Mlabs/project/object_detection/labels/train/889.jpg,432,768,bag,308,489,358,585
/home/pranav/Mlabs/project/object_detection/labels/train/802.jpg,432,768,all-out,204,377,235,415
/home/pranav/Mlabs/project/object_detection/labels/train/802.jpg,432,768,speaker,109,387,153,419
/home/pranav/Mlabs/project/object_detection/labels/train/802.jpg,432,768,kettle,220,297,265,349
/home/pranav/Mlabs/project/object_detection/labels/train/802.jpg,432,768,surf,226,432,270,500
/home/pranav/Mlabs/project/object_detection/labels/train/802.jpg,432,768,bag,74,440,126,548
/home/pranav/Mlabs/project/object_detection/labels/train/802.jpg,432,768,bag,313,490,360,600
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,handwash,227,210,267,270
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,shampoo,282,191,313,268
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,all-out,216,306,261,347
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,speaker,264,308,301,355
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,kettle,229,386,278,460
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,surf,277,382,329,467
/home/pranav/Mlabs/project/object_detection/labels/train/256.jpg,432,768,bag,140,409,183,527
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,handwash,192,273,218,324
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,shampoo,256,412,296,487
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,all-out,220,352,245,383
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,speaker,250,348,277,383
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,cinthol,194,338,212,378
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,kettle,227,269,279,323
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,surf,197,403,231,473
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,bag,97,406,179,520
/home/pranav/Mlabs/project/object_detection/labels/train/748.jpg,432,768,bag,307,457,384,579
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,shampoo,194,227,218,289
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,all-out,244,323,279,361
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,speaker,248,418,277,460
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,cinthol,215,315,239,362
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,kettle,247,255,304,315
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,surf,191,386,224,459
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,bag,107,397,166,520
/home/pranav/Mlabs/project/object_detection/labels/train/493.jpg,432,768,bag,266,418,324,567
/home/pranav/Mlabs/project/object_detection/labels/train/85.jpg,432,768,shampoo,271,265,303,346
/home/pranav/Mlabs/project/object_detection/labels/train/85.jpg,432,768,speaker,250,373,287,430
/home/pranav/Mlabs/project/object_detection/labels/train/85.jpg,432,768,kettle,215,458,269,536
/home/pranav/Mlabs/project/object_detection/labels/train/85.jpg,432,768,surf,263,451,314,543
/home/pranav/Mlabs/project/object_detection/labels/train/85.jpg,432,768,bag,151,433,208,561
/home/pranav/Mlabs/project/object_detection/labels/train/626.jpg,432,768,shampoo,227,460,256,527
/home/pranav/Mlabs/project/object_detection/labels/train/626.jpg,432,768,all-out,162,368,197,407
/home/pranav/Mlabs/project/object_detection/labels/train/626.jpg,432,768,speaker,217,366,272,425
/home/pranav/Mlabs/project/object_detection/labels/train/626.jpg,432,768,surf,181,447,224,524
/home/pranav/Mlabs/project/object_detection/labels/train/626.jpg,432,768,bag,96,460,161,608
/home/pranav/Mlabs/project/object_detection/labels/train/626.jpg,432,768,bag,264,534,322,681
/home/pranav/Mlabs/project/object_detection/labels/train/453.jpg,432,768,handwash,221,306,267,352
/home/pranav/Mlabs/project/object_detection/labels/train/453.jpg,432,768,shampoo,245,202,277,276
/home/pranav/Mlabs/project/object_detection/labels/train/453.jpg,432,768,all-out,301,312,344,362
/home/pranav/Mlabs/project/object_detection/labels/train/453.jpg,432,768,kettle,285,203,347,278
/home/pranav/Mlabs/project/object_detection/labels/train/453.jpg,432,768,surf,239,383,283,463
/home/pranav/Mlabs/project/object_detection/labels/train/453.jpg,432,768,bag,109,385,164,527
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,handwash,232,206,266,267
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,shampoo,285,184,318,268
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,all-out,226,303,266,342
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,speaker,295,296,333,343
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,kettle,234,380,282,456
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,surf,286,376,333,464
/home/pranav/Mlabs/project/object_detection/labels/train/265.jpg,432,768,bag,144,376,188,509
/home/pranav/Mlabs/project/object_detection/labels/train/41.jpg,1024,576,shampoo,546,92,592,214
/home/pranav/Mlabs/project/object_detection/labels/train/41.jpg,1024,576,all-out,442,276,526,343
/home/pranav/Mlabs/project/object_detection/labels/train/41.jpg,1024,576,speaker,528,274,592,349
/home/pranav/Mlabs/project/object_detection/labels/train/41.jpg,1024,576,kettle,455,398,535,517
/home/pranav/Mlabs/project/object_detection/labels/train/41.jpg,1024,576,surf,542,390,616,530
/home/pranav/Mlabs/project/object_detection/labels/train/41.jpg,1024,576,bag,365,362,446,572
/home/pranav/Mlabs/project/object_detection/labels/train/430.jpg,432,768,handwash,250,280,284,344
/home/pranav/Mlabs/project/object_detection/labels/train/430.jpg,432,768,shampoo,245,177,279,263
/home/pranav/Mlabs/project/object_detection/labels/train/430.jpg,432,768,all-out,308,295,351,349
/home/pranav/Mlabs/project/object_detection/labels/train/430.jpg,432,768,kettle,284,183,357,261
/home/pranav/Mlabs/project/object_detection/labels/train/430.jpg,432,768,surf,300,365,343,461
/home/pranav/Mlabs/project/object_detection/labels/train/430.jpg,432,768,bag,128,386,174,517
/home/pranav/Mlabs/project/object_detection/labels/train/596.jpg,432,768,shampoo,236,459,267,524
/home/pranav/Mlabs/project/object_detection/labels/train/596.jpg,432,768,all-out,213,309,246,337
/home/pranav/Mlabs/project/object_detection/labels/train/596.jpg,432,768,speaker,194,383,232,418
/home/pranav/Mlabs/project/object_detection/labels/train/596.jpg,432,768,surf,158,425,213,507
/home/pranav/Mlabs/project/object_detection/labels/train/596.jpg,432,768,bag,288,544,329,672
/home/pranav/Mlabs/project/object_detection/labels/train/861.jpg,432,768,all-out,63,372,112,415
/home/pranav/Mlabs/project/object_detection/labels/train/861.jpg,432,768,speaker,151,379,178,415
/home/pranav/Mlabs/project/object_detection/labels/train/861.jpg,432,768,kettle,188,300,239,347
/home/pranav/Mlabs/project/object_detection/labels/train/861.jpg,432,768,surf,237,442,277,508
/home/pranav/Mlabs/project/object_detection/labels/train/861.jpg,432,768,bag,45,439,90,565
/home/pranav/Mlabs/project/object_detection/labels/train/861.jpg,432,768,bag,282,503,336,612
/home/pranav/Mlabs/project/object_detection/labels/train/458.jpg,432,768,shampoo,255,202,290,271
/home/pranav/Mlabs/project/object_detection/labels/train/458.jpg,432,768,all-out,316,314,361,357
/home/pranav/Mlabs/project/object_detection/labels/train/458.jpg,432,768,kettle,301,200,358,269
/home/pranav/Mlabs/project/object_detection/labels/train/458.jpg,432,768,surf,255,379,297,460
/home/pranav/Mlabs/project/object_detection/labels/train/458.jpg,432,768,bag,96,400,171,531
/home/pranav/Mlabs/project/object_detection/labels/train/614.jpg,432,768,shampoo,233,462,261,522
/home/pranav/Mlabs/project/object_detection/labels/train/614.jpg,432,768,all-out,206,306,239,347
/home/pranav/Mlabs/project/object_detection/labels/train/614.jpg,432,768,speaker,190,375,223,421
/home/pranav/Mlabs/project/object_detection/labels/train/614.jpg,432,768,surf,188,448,229,521
/home/pranav/Mlabs/project/object_detection/labels/train/614.jpg,432,768,bag,106,478,141,578
/home/pranav/Mlabs/project/object_detection/labels/train/614.jpg,432,768,bag,277,546,338,683
/home/pranav/Mlabs/project/object_detection/labels/train/903.jpg,432,768,all-out,187,360,234,401
/home/pranav/Mlabs/project/object_detection/labels/train/903.jpg,432,768,speaker,71,375,123,423
/home/pranav/Mlabs/project/object_detection/labels/train/903.jpg,432,768,kettle,176,279,237,332
/home/pranav/Mlabs/project/object_detection/labels/train/903.jpg,432,768,bag,50,408,99,536
/home/pranav/Mlabs/project/object_detection/labels/train/903.jpg,432,768,bag,291,468,342,587
/home/pranav/Mlabs/project/object_detection/labels/train/807.jpg,432,768,all-out,219,393,256,423
/home/pranav/Mlabs/project/object_detection/labels/train/807.jpg,432,768,speaker,123,377,155,422
/home/pranav/Mlabs/project/object_detection/labels/train/807.jpg,432,768,kettle,214,299,263,355
/home/pranav/Mlabs/project/object_detection/labels/train/807.jpg,432,768,surf,216,433,261,503
/home/pranav/Mlabs/project/object_detection/labels/train/807.jpg,432,768,bag,94,438,136,536
/home/pranav/Mlabs/project/object_detection/labels/train/807.jpg,432,768,bag,286,500,348,607
/home/pranav/Mlabs/project/object_detection/labels/train/382.jpg,432,768,handwash,264,309,301,372
/home/pranav/Mlabs/project/object_detection/labels/train/382.jpg,432,768,shampoo,235,210,266,286
/home/pranav/Mlabs/project/object_detection/labels/train/382.jpg,432,768,all-out,235,422,285,475
/home/pranav/Mlabs/project/object_detection/labels/train/382.jpg,432,768,kettle,282,211,339,290
/home/pranav/Mlabs/project/object_detection/labels/train/382.jpg,432,768,surf,287,396,334,488
/home/pranav/Mlabs/project/object_detection/labels/train/382.jpg,432,768,bag,116,427,164,542
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,handwash,275,296,307,364
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,shampoo,243,198,281,276
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,all-out,250,419,289,463
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,speaker,303,308,342,364
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,kettle,292,202,350,277
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,surf,295,388,336,475
/home/pranav/Mlabs/project/object_detection/labels/train/339.jpg,432,768,bag,133,394,188,519
/home/pranav/Mlabs/project/object_detection/labels/train/661.jpg,432,768,shampoo,228,453,261,522
/home/pranav/Mlabs/project/object_detection/labels/train/661.jpg,432,768,surf,158,385,196,478
/home/pranav/Mlabs/project/object_detection/labels/train/661.jpg,432,768,bag,94,467,146,608
/home/pranav/Mlabs/project/object_detection/labels/train/661.jpg,432,768,bag,296,538,352,683
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,handwash,227,210,263,273
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,shampoo,278,189,312,270
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,all-out,220,304,258,351
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,speaker,268,305,298,354
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,kettle,227,380,276,465
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,surf,280,383,333,476
/home/pranav/Mlabs/project/object_detection/labels/train/255.jpg,432,768,bag,131,421,183,534
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,handwash,270,304,305,360
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,shampoo,238,206,275,279
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,all-out,239,431,281,467
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,speaker,300,312,340,366
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,kettle,287,204,346,279
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,surf,280,377,323,430
/home/pranav/Mlabs/project/object_detection/labels/train/348.jpg,432,768,bag,127,398,177,527
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,handwash,188,276,219,320
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,shampoo,305,428,383,449
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,all-out,221,351,249,388
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,speaker,250,350,281,385
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,cinthol,192,344,213,385
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,kettle,230,269,286,320
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,surf,199,406,240,476
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,bag,110,415,170,516
/home/pranav/Mlabs/project/object_detection/labels/train/752.jpg,432,768,bag,338,473,401,591
/home/pranav/Mlabs/project/object_detection/labels/train/619.jpg,432,768,shampoo,231,451,261,518
/home/pranav/Mlabs/project/object_detection/labels/train/619.jpg,432,768,all-out,140,346,187,396
/home/pranav/Mlabs/project/object_detection/labels/train/619.jpg,432,768,speaker,189,371,221,417
/home/pranav/Mlabs/project/object_detection/labels/train/619.jpg,432,768,surf,185,433,224,514
/home/pranav/Mlabs/project/object_detection/labels/train/619.jpg,432,768,bag,102,460,147,589
/home/pranav/Mlabs/project/object_detection/labels/train/619.jpg,432,768,bag,263,540,312,674
/home/pranav/Mlabs/project/object_detection/labels/train/70.jpg,432,768,shampoo,291,269,329,341
/home/pranav/Mlabs/project/object_detection/labels/train/70.jpg,432,768,all-out,229,376,274,420
/home/pranav/Mlabs/project/object_detection/labels/train/70.jpg,432,768,speaker,276,373,311,426
/home/pranav/Mlabs/project/object_detection/labels/train/70.jpg,432,768,kettle,237,452,296,532
/home/pranav/Mlabs/project/object_detection/labels/train/70.jpg,432,768,surf,289,446,336,541
/home/pranav/Mlabs/project/object_detection/labels/train/70.jpg,432,768,bag,187,415,250,543
/home/pranav/Mlabs/project/object_detection/labels/train/165.jpg,432,768,shampoo,237,228,271,302
/home/pranav/Mlabs/project/object_detection/labels/train/165.jpg,432,768,all-out,183,259,222,314
/home/pranav/Mlabs/project/object_detection/labels/train/165.jpg,432,768,cinthol,211,326,236,390
/home/pranav/Mlabs/project/object_detection/labels/train/165.jpg,432,768,kettle,189,417,238,484
/home/pranav/Mlabs/project/object_detection/labels/train/165.jpg,432,768,surf,122,408,189,452
/home/pranav/Mlabs/project/object_detection/labels/train/165.jpg,432,768,bag,102,437,175,554
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,handwash,275,293,306,350
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,shampoo,244,192,275,268
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,all-out,225,308,269,343
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,speaker,307,302,344,352
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,kettle,279,193,346,272
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,surf,284,377,333,465
/home/pranav/Mlabs/project/object_detection/labels/train/319.jpg,432,768,bag,136,366,186,512
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,handwash,246,253,283,318
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,shampoo,286,238,325,316
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,all-out,233,340,272,390
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,speaker,271,341,302,389
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,cinthol,302,337,327,394
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,kettle,241,418,289,493
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,surf,287,415,333,498
/home/pranav/Mlabs/project/object_detection/labels/train/96.jpg,432,768,bag,110,442,170,585
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,handwash,184,309,207,353
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,all-out,209,378,238,416
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,speaker,105,387,148,423
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,kettle,221,300,272,351
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,surf,234,436,265,502
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,bag,68,436,115,537
/home/pranav/Mlabs/project/object_detection/labels/train/788.jpg,432,768,bag,291,508,353,615
/home/pranav/Mlabs/project/object_detection/labels/train/407.jpg,432,768,handwash,243,300,281,362
/home/pranav/Mlabs/project/object_detection/labels/train/407.jpg,432,768,shampoo,243,203,273,283
/home/pranav/Mlabs/project/object_detection/labels/train/407.jpg,432,768,all-out,247,420,286,466
/home/pranav/Mlabs/project/object_detection/labels/train/407.jpg,432,768,kettle,287,202,338,279
/home/pranav/Mlabs/project/object_detection/labels/train/407.jpg,432,768,surf,294,387,335,481
/home/pranav/Mlabs/project/object_detection/labels/train/407.jpg,432,768,bag,123,406,176,531
/home/pranav/Mlabs/project/object_detection/labels/train/456.jpg,432,768,shampoo,256,203,288,277
/home/pranav/Mlabs/project/object_detection/labels/train/456.jpg,432,768,all-out,312,317,355,358
/home/pranav/Mlabs/project/object_detection/labels/train/456.jpg,432,768,kettle,298,205,356,274
/home/pranav/Mlabs/project/object_detection/labels/train/456.jpg,432,768,surf,248,385,294,464
/home/pranav/Mlabs/project/object_detection/labels/train/456.jpg,432,768,bag,108,401,177,529
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,shampoo,171,273,199,340
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,all-out,217,368,253,402
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,speaker,178,368,204,401
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,cinthol,234,285,254,329
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,surf,167,435,204,507
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,bag,85,446,126,578
/home/pranav/Mlabs/project/object_detection/labels/train/565.jpg,432,768,bag,264,525,317,662
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,handwash,267,302,305,361
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,shampoo,243,205,277,280
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,all-out,239,419,283,466
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,speaker,300,315,341,369
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,kettle,285,207,342,280
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,surf,287,388,327,473
/home/pranav/Mlabs/project/object_detection/labels/train/347.jpg,432,768,bag,125,405,183,540
/home/pranav/Mlabs/project/object_detection/labels/train/158.jpg,432,768,shampoo,240,233,275,304
/home/pranav/Mlabs/project/object_detection/labels/train/158.jpg,432,768,all-out,175,262,221,302
/home/pranav/Mlabs/project/object_detection/labels/train/158.jpg,432,768,cinthol,211,331,236,381
/home/pranav/Mlabs/project/object_detection/labels/train/158.jpg,432,768,kettle,182,415,238,487
/home/pranav/Mlabs/project/object_detection/labels/train/158.jpg,432,768,surf,238,407,274,498
/home/pranav/Mlabs/project/object_detection/labels/train/158.jpg,432,768,bag,108,445,177,565
/home/pranav/Mlabs/project/object_detection/labels/train/528.jpg,432,768,shampoo,190,253,212,327
